step,wall_s,seed,arm,lr,nonfinite,agree_loss_diag,eff_rank_z,eff_rank_h,eff_rank_z_centred,eff_rank_h_centred,mean_std_z,mean_std_z_normalised,inv_sqrt_d,std_ceiling_normalised,n_diag_used,hinge_active_frac_z,hinge_active_frac_z_normalised,mean_z_norm,alignment,uniformity,train_loss,train_agree,train_var_raw,train_cov_raw,train_hinge_active
0,3.486,1,gram_vicreg_sphere_gamma,0.0006,0.0,0.0037262027617543936,13.038479804992676,36.73506164550781,29.565492630004883,91.35468292236328,0.04253078252077103,0.015673823654651642,0.08838834764831843,0.08847479104076175,512,0.921875,1.0,1.189818024635315,0.06441914290189743,-0.12726891040802002,,,,,
25,7.34,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.6330261826515198,0.021870840340852737,0.0034480271860957146,5.450327807920985e-05,0.703125
50,9.994,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5644940733909607,0.020858144387602806,0.001719567517284304,5.12469468958443e-05,0.52734375
50,10.302,1,gram_vicreg_sphere_gamma,0.030600000000000002,0.0,0.02941090241074562,109.24066925048828,209.79039001464844,112.57594299316406,340.5018310546875,0.35154980421066284,0.08143042027950287,0.08838834764831843,0.08847479104076175,512,0.0,0.90625,4.258579254150391,1.6385626792907715,-3.276339054107666,,,,,
75,12.891,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5422350168228149,0.020053911954164505,0.0016335530672222376,4.843272290599998e-05,0.46875
100,15.821,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5615885257720947,0.02062920480966568,0.0018323259428143501,5.020341450290289e-05,0.5078125
100,16.564,1,gram_vicreg_sphere_gamma,0.06,0.0,0.024025171995162964,110.97879791259766,208.06768798828125,115.13009643554688,345.99822998046875,0.3744751513004303,0.08013251423835754,0.08838834764831843,0.08847479104076175,512,0.0,0.953125,4.627601146697998,1.5968941450119019,-3.1920316219329834,,,,,
125,19.479,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5550619959831238,0.02030479907989502,0.0018957526190206409,4.8193594921031035e-05,0.51171875
150,22.335,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5258075594902039,0.019455546513199806,0.001574936555698514,4.551151505438611e-05,0.4765625
150,22.438,1,gram_vicreg_sphere_gamma,0.05998936833370358,0.0,0.020632848143577576,116.09284210205078,206.010986328125,118.13270568847656,354.15350341796875,0.37319958209991455,0.08406104147434235,0.08838834764831843,0.08847479104076175,512,0.0,0.8828125,4.411633491516113,1.7650542259216309,-3.5393621921539307,,,,,
175,24.749,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.5155836939811707,0.01903638243675232,0.001585225691087544,4.347172216512263e-05,0.47265625
200,27.767,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.4879419505596161,0.01810668222606182,0.0014093940844759345,4.00329809053801e-05,0.45703125
200,28.511,1,gram_vicreg_sphere_gamma,0.05995748087030285,0.0,0.01928647607564926,116.0252685546875,199.1541748046875,118.94806671142578,355.13519287109375,0.3799583911895752,0.0825415849685669,0.08838834764831843,0.08847479104076175,512,0.0,0.9375,4.5774455070495605,1.705714225769043,-3.4147863388061523,,,,,
225,30.89,1,gram_vicreg_sphere_gamma,,,,,,,,,,,,,,,,,,0.48117467761039734,0.01775234565138817,0.001493088435381651,3.881381417158991e-05,0.44921875
