step,wall_s,seed,arm,lr,nonfinite,agree_loss_diag,eff_rank_z,eff_rank_h,eff_rank_z_centred,eff_rank_h_centred,mean_std_z,mean_std_z_normalised,inv_sqrt_d,std_ceiling_normalised,n_diag_used,hinge_active_frac_z,hinge_active_frac_z_normalised,mean_z_norm,alignment,uniformity,train_loss,train_agree,train_var_raw,train_cov_raw,train_hinge_active
0,3.45,2,gram_vicreg_sphere_gamma_half,0.0006,0.0,0.0010951639851555228,11.842171669006348,30.547983169555664,34.825130462646484,100.18084716796875,0.04254930466413498,0.012286481447517872,0.08838834764831843,0.08847479104076175,512,0.6171875,1.0,1.5918166637420654,0.037931546568870544,-0.0788673460483551,,,,,
25,7.247,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.10380201041698456,0.0039048525504767895,0.0002468699967721477,8.950073151936522e-06,0.1875
50,10.361,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.07153649628162384,0.002726402599364519,0.00013484303781297058,5.3554772421193775e-06,0.12109375
50,10.788,2,gram_vicreg_sphere_gamma_half,0.030600000000000002,0.0,0.0031888619996607304,84.28858947753906,213.6542205810547,108.95689392089844,342.0685119628906,0.3445431590080261,0.045536670833826065,0.08838834764831843,0.08847479104076175,512,0.0,0.328125,7.041499614715576,0.5206806659698486,-1.052000641822815,,,,,
75,13.01,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06746993958950043,0.002556581050157547,0.0001420208136551082,4.897557801086805e-06,0.13671875
100,16.181,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06735879927873611,0.0025928157847374678,0.00010133894102182239,4.931598368784762e-06,0.08203125
100,16.35,2,gram_vicreg_sphere_gamma_half,0.06,0.0,0.003162070643156767,84.93274688720703,209.75099182128906,110.330322265625,337.4295654296875,0.3566884994506836,0.04557034373283386,0.08838834764831843,0.08847479104076175,512,0.0,0.359375,7.429448127746582,0.513717532157898,-1.0545915365219116,,,,,
125,18.709,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06498821079730988,0.002429933287203312,0.0001694077654974535,4.688166200139676e-06,0.140625
150,21.41,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06064240634441376,0.0022288986947387457,0.0001966210693353787,4.410911515151383e-06,0.13671875
150,21.91,2,gram_vicreg_sphere_gamma_half,0.05998936833370358,0.0,0.002340693725273013,87.9462661743164,211.83956909179688,113.93521881103516,343.1545715332031,0.3409005105495453,0.045388951897621155,0.08838834764831843,0.08847479104076175,512,0.0,0.328125,7.200846195220947,0.5123375654220581,-1.0481235980987549,,,,,
175,24.348,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.059953972697257996,0.002267375122755766,0.00013060840137768537,4.382921133583295e-06,0.125
200,27.936,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.060911692678928375,0.0023001045919954777,0.00013618089724332094,4.555120767690823e-06,0.08984375
200,28.491,2,gram_vicreg_sphere_gamma_half,0.05995748087030285,0.0,0.0023368224501609802,89.0630111694336,210.4391326904297,115.14881896972656,342.9077453613281,0.3317835032939911,0.0456872396171093,0.08838834764831843,0.08847479104076175,512,0.0,0.25,7.006368637084961,0.5167377591133118,-1.0610707998275757,,,,,
225,30.729,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05719125270843506,0.002204624470323324,8.286100637633353e-05,4.115496267331764e-06,0.0703125
250,33.571,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05441737920045853,0.0020790458656847477,9.749378659762442e-05,3.885231762978947e-06,0.09375
250,34.281,2,gram_vicreg_sphere_gamma_half,0.0599043602109225,0.0,0.0021670476999133825,89.59618377685547,211.95030212402344,115.67338562011719,344.50372314453125,0.3397923409938812,0.04551355913281441,0.08838834764831843,0.08847479104076175,512,0.0,0.265625,7.172743797302246,0.5136306285858154,-1.0541118383407593,,,,,
275,36.441,2,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05640556290745735,0.0021769613958895206,7.909978739917278e-05,4.0327890928892884e-06,0.0859375
