step,wall_s,seed,arm,lr,nonfinite,agree_loss_diag,eff_rank_z,eff_rank_h,eff_rank_z_centred,eff_rank_h_centred,mean_std_z,mean_std_z_normalised,inv_sqrt_d,std_ceiling_normalised,n_diag_used,hinge_active_frac_z,hinge_active_frac_z_normalised,mean_z_norm,alignment,uniformity,train_loss,train_agree,train_var_raw,train_cov_raw,train_hinge_active
0,3.419,1,gram_vicreg_sg,0.0006,0.0,0.0037262027617543936,13.038479804992676,36.73506164550781,29.565492630004883,91.35468292236328,0.04253078252077103,0.015673823654651642,0.08838834764831843,0.08847479104076175,512,1.0,1.0,1.189818024635315,0.06441914290189743,-0.12726891040802002,,,,,
25,7.184,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,11.330008506774902,0.005674260202795267,0.4032122492790222,1.107846438884735,nan
50,10.225,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,4.5492987632751465,0.006103522144258022,0.04317023977637291,3.3174549341201782,nan
50,10.694,1,gram_vicreg_sg,0.030600000000000002,0.0,0.006672728806734085,52.85780334472656,176.26742553710938,77.63200378417969,275.6983947753906,1.1890590190887451,0.040403515100479126,0.08838834764831843,0.08847479104076175,512,0.078125,1.0,27.570674896240234,0.4010341763496399,-0.8216114640235901,,,,,
75,13.268,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,5.770416259765625,0.00620616227388382,0.04990813136100769,4.367558717727661,nan
100,15.971,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,8.545488357543945,0.004227908328175545,0.17745085060596466,4.0035200119018555,nan
100,16.339,1,gram_vicreg_sg,0.06,0.0,0.0032219591084867716,33.632896423339844,106.1975326538086,57.980140686035156,155.092041015625,0.9449525475502014,0.032369136810302734,0.08838834764831843,0.08847479104076175,512,0.6328125,1.0,26.094341278076172,0.2479015290737152,-0.5330551266670227,,,,,
125,18.637,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,9.680453300476074,0.0024014697410166264,0.2633354812860489,3.0370301008224487,nan
150,21.735,1,gram_vicreg_sg,,,,,,,,,,,,,,,,,,10.150639533996582,0.002231942256912589,0.2002679854631424,5.088141441345215,nan
150,21.909,1,gram_vicreg_sg,0.05998936833370358,0.0,0.001913045416586101,21.649913787841797,108.40486907958984,48.19501495361328,165.94741821289062,0.7882837057113647,0.025088360533118248,0.08838834764831843,0.08847479104076175,512,0.90625,1.0,29.915271759033203,0.15277114510536194,-0.3231419324874878,,,,,
