step,wall_s,seed,arm,lr,nonfinite,agree_loss_diag,eff_rank_z,eff_rank_h,eff_rank_z_centred,eff_rank_h_centred,mean_std_z,mean_std_z_normalised,inv_sqrt_d,std_ceiling_normalised,n_diag_used,hinge_active_frac_z,hinge_active_frac_z_normalised,mean_z_norm,alignment,uniformity,train_loss,train_agree,train_var_raw,train_cov_raw,train_hinge_active
0,3.415,0,gram_vicreg_sphere_gamma_half,0.0006,0.0,0.0025952353607863188,15.197491645812988,34.40168380737305,39.19792938232422,103.7568588256836,0.034927163273096085,0.016230061650276184,0.08838834764831843,0.08847479104076175,512,0.765625,1.0,1.162304401397705,0.062156014144420624,-0.13689574599266052,,,,,
25,7.83,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.11432403326034546,0.004323529079556465,0.00024897907860577106,1.133179785028915e-05,0.1640625
50,10.17,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.07230518013238907,0.0026737581938505173,0.00021823904535267502,5.2449724989855895e-06,0.16015625
50,10.539,0,gram_vicreg_sphere_gamma_half,0.030600000000000002,0.0,0.003622934687882662,83.20870208740234,209.136474609375,108.12991333007812,335.1927795410156,0.3546791672706604,0.04570072516798973,0.08838834764831843,0.08847479104076175,512,0.0,0.359375,7.344254493713379,0.5091774463653564,-1.0595788955688477,,,,,
75,13.275,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.07171086221933365,0.002729634754359722,0.0001385965006193146,5.086649025543011e-06,0.125
100,16.312,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06859151273965836,0.002614486962556839,0.0001289677165914327,5.152056019142037e-06,0.09765625
100,16.498,0,gram_vicreg_sphere_gamma_half,0.06,0.0,0.0031631747260689735,84.39279174804688,208.1209716796875,109.9814453125,336.26409912109375,0.35808059573173523,0.04530736431479454,0.08838834764831843,0.08847479104076175,512,0.0,0.4296875,7.498705863952637,0.5066902041435242,-1.0420820713043213,,,,,
125,19.253,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06687570363283157,0.0025962162762880325,7.859818288125098e-05,5.34101718585589e-06,0.09375
150,22.167,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06366214156150818,0.0023895730264484882,0.0001567276194691658,4.627845100912964e-06,0.1171875
150,22.312,0,gram_vicreg_sphere_gamma_half,0.05998936833370358,0.0,0.002626628614962101,86.27159881591797,206.81777954101562,112.52989196777344,336.28460693359375,0.34328457713127136,0.045096736401319504,0.08838834764831843,0.08847479104076175,512,0.0,0.4296875,7.304496765136719,0.49571776390075684,-1.0350390672683716,,,,,
175,24.754,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06275632977485657,0.0023486423306167126,0.0001614381471881643,4.318989795137895e-06,0.12109375
200,28.107,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.058663517236709595,0.002277705119922757,6.866604962851852e-05,4.238128440192668e-06,0.09375
200,28.654,0,gram_vicreg_sphere_gamma_half,0.05995748087030285,0.0,0.0026681176386773586,89.27794647216797,210.44996643066406,115.05781555175781,343.3262634277344,0.33728426694869995,0.046193577349185944,0.08838834764831843,0.08847479104076175,512,0.0,0.203125,7.082360744476318,0.5217790007591248,-1.0848027467727661,,,,,
225,31.069,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06244831532239914,0.0023611627984791994,0.00013659789692610502,4.2988663153664675e-06,0.1328125
250,33.847,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05596607178449631,0.0021752628963440657,6.321902037598193e-05,4.025542011731886e-06,0.078125
250,34.153,0,gram_vicreg_sphere_gamma_half,0.0599043602109225,0.0,0.0022023716010153294,89.26045227050781,212.37632751464844,114.88414001464844,342.1290283203125,0.3503169119358063,0.0454174280166626,0.08838834764831843,0.08847479104076175,512,0.0,0.265625,7.302008152008057,0.5108987092971802,-1.0493592023849487,,,,,
275,36.512,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05802331119775772,0.0021635324228554964,0.00015724329568911344,3.918300308214384e-06,0.1171875
300,39.331,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05559997260570526,0.0021097692660987377,0.0001140694075729698,4.006017434221576e-06,0.11328125
300,39.956,0,gram_vicreg_sphere_gamma_half,0.05983004400630411,0.0,0.0022690214682370424,90.74044799804688,210.25657653808594,116.94831848144531,341.9163513183594,0.33554011583328247,0.04597171023488045,0.08838834764831843,0.08847479104076175,512,0.0,0.234375,7.1028923988342285,0.5212363004684448,-1.075646996498108,,,,,
325,42.632,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05286848917603493,0.002037228550761938,7.735422695986927e-05,3.920566541637527e-06,0.0703125
350,45.46,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05371810123324394,0.002087636850774288,6.0936130466870964e-05,3.7768384117953246e-06,0.0703125
350,45.588,0,gram_vicreg_sphere_gamma_half,0.05973458493012021,0.0,0.0022459658794105053,90.93553924560547,212.59385681152344,116.85984802246094,347.2515563964844,0.34094083309173584,0.04608176276087761,0.08838834764831843,0.08847479104076175,512,0.0,0.1796875,7.155388832092285,0.5239871740341187,-1.0802348852157593,,,,,
375,47.838,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05313396826386452,0.002040158025920391,8.505710866302252e-05,3.587491050893732e-06,0.08203125
400,51.234,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.053932055830955505,0.002050206996500492,0.00010692882642615587,3.659628646346391e-06,0.1171875
400,51.915,0,gram_vicreg_sphere_gamma_half,0.05961805064164034,0.0,0.0021220017224550247,91.76171112060547,212.84510803222656,117.94347381591797,349.2391052246094,0.3402525782585144,0.04602627456188202,0.08838834764831843,0.08847479104076175,512,0.0,0.1875,7.184693813323975,0.5216706991195679,-1.0780574083328247,,,,,
425,54.32,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.056014642119407654,0.002167454920709133,7.297752017620951e-05,3.8289789472401026e-06,0.06640625
450,57.552,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.050902049988508224,0.0019227436278015375,0.00011320065823383629,3.4417581673551467e-06,0.11328125
450,57.683,0,gram_vicreg_sphere_gamma_half,0.05948052373777563,0.0,0.0020913861226290464,92.17819213867188,212.9447021484375,118.35982513427734,351.1661376953125,0.33602744340896606,0.04606178402900696,0.08838834764831843,0.08847479104076175,512,0.0,0.15625,7.085970401763916,0.5263821482658386,-1.0803701877593994,,,,,
475,60.155,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05380573496222496,0.002077721757814288,7.436134910676628e-05,3.6552612527884776e-06,0.09765625
500,62.444,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05074280500411987,0.0019742236472666264,5.5349941249005497e-05,3.4625439866431407e-06,0.0703125
500,63.1,0,gram_vicreg_sphere_gamma_half,0.059322101694536,0.0,0.0020742686465382576,93.07159423828125,211.42823791503906,119.10375213623047,351.32708740234375,0.33381056785583496,0.04646369814872742,0.08838834764831843,0.08847479104076175,512,0.0,0.125,7.017825126647949,0.5306884050369263,-1.0996310710906982,,,,,
525,65.577,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.0515950471162796,0.001975900726392865,8.776316826697439e-05,3.4489634117562673e-06,0.08203125
550,68.136,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05126015469431877,0.0019686983432620764,8.157204138115048e-05,3.393867132217565e-06,0.10546875
550,69.389,0,gram_vicreg_sphere_gamma_half,0.0591428967979413,0.0,0.0020062443800270557,92.92366027832031,213.25177001953125,119.33039855957031,354.1489562988281,0.3376227915287018,0.04598390311002731,0.08838834764831843,0.08847479104076175,512,0.0,0.1953125,7.152976036071777,0.5195542573928833,-1.0771379470825195,,,,,
575,71.495,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05032748728990555,0.0018922629533335567,0.00012070924276486039,3.180949761372176e-06,0.109375
600,74.846,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.049871355295181274,0.0018991436809301376,9.556839358992875e-05,3.5527821182768093e-06,0.09765625
600,75.509,0,gram_vicreg_sphere_gamma_half,0.05894303606443548,0.0,0.0021020120475441217,92.24617004394531,211.24180603027344,118.54141235351562,350.78741455078125,0.3486644923686981,0.04601327329874039,0.08838834764831843,0.08847479104076175,512,0.0,0.1796875,7.369378089904785,0.5226113796234131,-1.078092098236084,,,,,
625,77.412,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04937301576137543,0.001881638541817665,9.315303759649396e-05,3.2290768103848677e-06,0.07421875
650,80.58,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04951643943786621,0.0019228716846555471,5.765841342508793e-05,3.1895790471025975e-06,0.06640625
650,80.86,0,gram_vicreg_sphere_gamma_half,0.05872266115086016,0.0,0.0019571855664253235,93.15862274169922,211.0440673828125,119.04963684082031,352.39703369140625,0.3379034996032715,0.046293169260025024,0.08838834764831843,0.08847479104076175,512,0.0,0.1328125,7.074791431427002,0.5345562696456909,-1.0914382934570312,,,,,
675,83.315,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05019261687994003,0.0018798038363456726,0.00012777208758052438,3.2205532534135273e-06,0.11328125
700,85.989,0,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04937324672937393,0.0019205587450414896,5.424000846687704e-05,3.2750623404353973e-06,0.0703125
