step,wall_s,seed,arm,lr,nonfinite,agree_loss_diag,eff_rank_z,eff_rank_h,eff_rank_z_centred,eff_rank_h_centred,mean_std_z,mean_std_z_normalised,inv_sqrt_d,std_ceiling_normalised,n_diag_used,hinge_active_frac_z,hinge_active_frac_z_normalised,mean_z_norm,alignment,uniformity,train_loss,train_agree,train_var_raw,train_cov_raw,train_hinge_active
0,3.431,1,gram_vicreg_sphere_gamma_half,0.0006,0.0,0.0037262027617543936,13.038479804992676,36.73506164550781,29.565492630004883,91.35468292236328,0.04253078252077103,0.015673823654651642,0.08838834764831843,0.08847479104076175,512,0.6015625,1.0,1.189818024635315,0.06441914290189743,-0.12726891040802002,,,,,
25,7.563,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.10464159399271011,0.003925633616745472,0.0002596525882836431,9.434412731934572e-06,0.17578125
50,9.891,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.072866290807724,0.0028111939318478107,0.00010323584137950093,5.541450946111581e-06,0.109375
50,10.832,1,gram_vicreg_sphere_gamma_half,0.030600000000000002,0.0,0.0035035291220992804,84.3067626953125,211.048095703125,108.90209197998047,337.34686279296875,0.33961308002471924,0.04615107178688049,0.08838834764831843,0.08847479104076175,512,0.0,0.21875,6.944983959197998,0.5239712595939636,-1.0796778202056885,,,,,
75,13.606,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06771524250507355,0.002563118003308773,0.0001452885044272989,5.081208655610681e-06,0.140625
100,16.621,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.0659879520535469,0.0024967605713754892,0.00014255660062190145,5.022212917538127e-06,0.125
100,16.72,1,gram_vicreg_sphere_gamma_half,0.06,0.0,0.002971524838358164,85.1769790649414,209.0649871826172,111.4907455444336,336.5900573730469,0.33470168709754944,0.04480883479118347,0.08838834764831843,0.08847479104076175,512,0.0,0.4453125,7.141909599304199,0.5030462741851807,-1.0198237895965576,,,,,
125,18.935,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06545823067426682,0.002497787354514003,0.0001203428691951558,4.974482180841733e-06,0.09375
150,21.665,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06543688476085663,0.0025132501032203436,0.00010403954365756363,4.64687491330551e-06,0.10546875
150,22.217,1,gram_vicreg_sphere_gamma_half,0.05998936833370358,0.0,0.00258088787086308,87.14610290527344,208.9591522216797,113.24614715576172,340.7337646484375,0.33850643038749695,0.04542882367968559,0.08838834764831843,0.08847479104076175,512,0.0,0.34375,7.171810150146484,0.5137773156166077,-1.0490843057632446,,,,,
175,24.936,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.06173408776521683,0.002384814200922847,8.436375355813652e-05,4.638422979041934e-06,0.08203125
200,27.953,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.059889618307352066,0.0022307694889605045,0.0001646500895731151,4.126863586861873e-06,0.12890625
200,28.545,1,gram_vicreg_sphere_gamma_half,0.05995748087030285,0.0,0.0024203681387007236,87.45335388183594,208.51483154296875,114.1839370727539,339.7447509765625,0.3407345712184906,0.04498046264052391,0.08838834764831843,0.08847479104076175,512,0.0,0.3671875,7.327267169952393,0.5015928149223328,-1.0287281274795532,,,,,
225,30.974,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.058092691004276276,0.0022110994905233383,0.00011244221241213381,4.1475993839412695e-06,0.09765625
250,34.06,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.058372385799884796,0.002219386864453554,0.0001153506018454209,3.949310666939709e-06,0.1015625
250,34.272,1,gram_vicreg_sphere_gamma_half,0.0599043602109225,0.0,0.0022624086122959852,90.38491821289062,210.5565643310547,116.83305358886719,346.90582275390625,0.33296871185302734,0.04588822275400162,0.08838834764831843,0.08847479104076175,512,0.0,0.2421875,7.10305118560791,0.5231488347053528,-1.0715651512145996,,,,,
275,37.017,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05975288525223732,0.0023298899177461863,6.006447074469179e-05,4.0235445339931175e-06,0.07421875
300,39.393,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05608237162232399,0.002128814347088337,0.000114313283120282,4.181447366136126e-06,0.12109375
300,39.759,1,gram_vicreg_sphere_gamma_half,0.05983004400630411,0.0,0.002252553589642048,90.72465515136719,210.11695861816406,117.1953353881836,346.4832763671875,0.3276950418949127,0.045800480991601944,0.08838834764831843,0.08847479104076175,512,0.0,0.171875,6.979669570922852,0.5244569778442383,-1.0669691562652588,,,,,
325,43.098,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.054956354200839996,0.0021289896685630083,6.910577940288931e-05,3.965336645705975e-06,0.078125
350,45.629,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05437560752034187,0.0020981263369321823,7.674773223698139e-05,3.75486604298203e-06,0.06640625
350,45.81,1,gram_vicreg_sphere_gamma_half,0.05973458493012021,0.0,0.002051065443083644,92.15384674072266,210.6751708984375,118.50603485107422,349.15350341796875,0.3258613646030426,0.046188198029994965,0.08838834764831843,0.08847479104076175,512,0.0,0.171875,6.917927265167236,0.5301178097724915,-1.0859254598617554,,,,,
375,48.351,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.056515537202358246,0.00213827146217227,0.0001221854327013716,4.115691353945294e-06,0.1171875
400,52.042,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.0530993789434433,0.0020554421935230494,6.83830730849877e-05,3.748215249288478e-06,0.08203125
400,52.532,1,gram_vicreg_sphere_gamma_half,0.05961805064164034,0.0,0.0021780941169708967,92.50716400146484,209.72047424316406,118.52179718017578,348.965087890625,0.3279261291027069,0.04647930711507797,0.08838834764831843,0.08847479104076175,512,0.0,0.1484375,6.911269187927246,0.5389750599861145,-1.1003010272979736,,,,,
425,54.902,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.0521017387509346,0.001992170698940754,9.1758236521855e-05,3.516460424179968e-06,0.09765625
450,57.913,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.052182141691446304,0.0020252675749361515,6.187424878589809e-05,3.5932278024120023e-06,0.06640625
450,58.099,1,gram_vicreg_sphere_gamma_half,0.05948052373777563,0.0,0.0021178938914090395,92.47836303710938,209.84521484375,118.77706909179688,350.1271667480469,0.3315388560295105,0.046316634863615036,0.08838834764831843,0.08847479104076175,512,0.0,0.15625,7.031236171722412,0.5351026058197021,-1.0925981998443604,,,,,
475,60.908,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05394209176301956,0.002070919144898653,8.662835170980543e-05,3.405820507396129e-06,0.08984375
500,63.174,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05286553502082825,0.0020073142368346453,0.00010716442193370312,3.569229761524184e-06,0.109375
500,63.625,1,gram_vicreg_sphere_gamma_half,0.059322101694536,0.0,0.0020904361736029387,91.96965026855469,209.32583618164062,118.54740142822266,350.2802734375,0.32897549867630005,0.045944564044475555,0.08838834764831843,0.08847479104076175,512,0.0,0.21875,7.012176513671875,0.5284715890884399,-1.0745720863342285,,,,,
525,66.259,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05108536779880524,0.0019966166000813246,4.665307642426342e-05,3.6251763049222063e-06,0.05078125
550,69.39,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05123259872198105,0.0019591031596064568,9.006239997688681e-05,3.4584038530738326e-06,0.0859375
550,69.592,1,gram_vicreg_sphere_gamma_half,0.0591428967979413,0.0,0.0021048097405582666,93.37881469726562,212.2104034423828,119.41344451904297,353.8533935546875,0.3339630663394928,0.04659512639045715,0.08838834764831843,0.08847479104076175,512,0.0,0.09375,7.02493143081665,0.5382636785507202,-1.1049574613571167,,,,,
575,71.939,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05226367339491844,0.002059638500213623,3.07685841107741e-05,3.4969211810675915e-06,0.04296875
600,75.166,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04823978990316391,0.001807667315006256,0.00012179487384855747,3.2366426694352413e-06,0.13671875
600,75.958,1,gram_vicreg_sphere_gamma_half,0.05894303606443548,0.0,0.0019694978836923838,92.32559967041016,210.88040161132812,119.05060577392578,351.8468017578125,0.3361017107963562,0.04574659466743469,0.08838834764831843,0.08847479104076175,512,0.0,0.2265625,7.178508281707764,0.5214799046516418,-1.0658093690872192,,,,,
625,78.029,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.047215286642313004,0.0018100850284099579,7.839778845664114e-05,3.2164480217033997e-06,0.1015625
650,80.75,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.050305403769016266,0.001937470631673932,7.461181667167693e-05,3.344867081978009e-06,0.09375
650,81.718,1,gram_vicreg_sphere_gamma_half,0.05872266115086016,0.0,0.002002214314416051,92.47505187988281,209.33583068847656,118.88053894042969,350.3073425292969,0.33489540219306946,0.04607589915394783,0.08838834764831843,0.08847479104076175,512,0.0,0.171875,7.10528564453125,0.5301277041435242,-1.080795168876648,,,,,
675,83.745,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.05120781809091568,0.0019961362704634666,5.204453191254288e-05,3.296390559626161e-06,0.0703125
700,87.031,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04725752770900726,0.0018420469714328647,4.811443795915693e-05,3.4916816957775154e-06,0.0859375
700,87.387,1,gram_vicreg_sphere_gamma_half,0.058481928254051435,0.0,0.001957050757482648,93.020263671875,211.05072021484375,119.40895080566406,352.8735656738281,0.3345851004123688,0.04620307683944702,0.08838834764831843,0.08847479104076175,512,0.0,0.1640625,7.092416763305664,0.527807354927063,-1.0871621370315552,,,,,
725,90.012,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.050106268376111984,0.001911404775455594,9.271319140680134e-05,3.318825065434794e-06,0.07421875
750,92.647,1,gram_vicreg_sphere_gamma_half,,,,,,,,,,,,,,,,,,0.04705924168229103,0.0018219153862446547,6.0324950027279556e-05,3.2342718441213947e-06,0.0859375
750,92.857,1,gram_vicreg_sphere_gamma_half,0.058221008000131,0.0,0.0018954169936478138,93.78202056884766,212.37501525878906,120.30497741699219,356.84149169921875,0.3342741131782532,0.046270210295915604,0.08838834764831843,0.08847479104076175,512,0.0,0.1171875,7.1092963218688965,0.5323338508605957,-1.090287685394287,,,,,
